text,target_aos,target_cs,t5_str_pred_aos,flan_t5_str_pred_aos,t5_str_pred_cs,flan_t5_str_pred_cs
i am never disappointed with there food .,"( food , never disappointed , positive )","( food quality , positive )","( food, never disappointed, positive )","( food, never disappointed, positive )","( food quality, positive )","( food quality, positive )"
– By far the best bar in the east village . . .,"( bar , best , positive )","( restaurant general , positive )","( bar, best, positive )","( bar, best, positive )","( restaurant general, positive )","( restaurant general, positive )"
It ' s a great place to people watch .,"( place , great , positive )","( restaurant miscellaneous , positive )","( place, great, positive )","( place, great, positive )","( restaurant miscellaneous, positive )","( restaurant miscellaneous, positive )"
Space was limited /AS/ but the food made up for it .,"( Space , limited , negative ) ; ( food , made up for it , positive )","( restaurant miscellaneous , negative ) ; ( food quality , positive )","( space, limited, negative ) ; ( food, made up for it, positive )","( Space, limited, negative ) ; ( food, made up for it, positive )","( restaurant miscellaneous, negative ) ; ( food quality, positive )","( location general, negative ) ; ( food quality, positive )"
The scallops are apparently cooked in a black olive butter which really makes them unique /OB/ not to mention tasty /CB/ .,"( scallops , tasty , positive ) ; ( scallops , unique , positive )","( food quality , positive ) ; ( food style_options , positive )","( scallops, unique, positive ) ; ( black olive butter, tasty, positive )","( scallops, unique, positive ) ; ( scallops, tasty, positive )","( food quality, positive )","( food quality, positive )"
This place is charming and relaxing .,"( place , charming , positive )","( ambience general , positive )","( place, charming, positive ) ; ( place, relaxing, positive )","( place, charming, positive ) ; ( place, relaxing, positive )","( ambience general, positive )","( ambience general, positive )"
not chewy at all .,"( NULL , not chewy , positive )","( food quality , positive )","( NULL, not chewy, positive )","( NULL, not chewy, negative )","( food quality, positive )","( food quality, neutral )"
We were only in Seattle for one night and I ' m so glad we picked Rays for dinner !,"( Rays , glad , positive )","( restaurant general , positive )","( Rays, glad, positive )","( Rays, glad, positive )","( restaurant general, positive )","( restaurant general, positive )"
– I will never forget the amazing meal /AS/ service /AS/ and ambiance I experience at this restaurant .,"( meal , amazing , positive ) ; ( service , amazing , positive ) ; ( ambiance , amazing , positive )","( food quality , positive ) ; ( service general , positive ) ; ( ambience general , positive )","( meal, amazing, positive ) ; ( service, amazing, positive ) ; ( ambiance, amazing, positive )","( meal, amazing, positive ) ; ( service, amazing, positive ) ; ( ambiance, amazing, positive )","( food quality, positive ) ; ( service general, positive ) ; ( ambience general, positive )","( food quality, positive ) ; ( service general, positive ) ; ( ambience general, positive )"
Amazing Spanish Mackeral special appetizer and perfect box sushi /OB/ that eel with avodcao - - um um um /CB/ .,"( Spanish Mackeral special appetizer , Amazing , positive ) ; ( box sushi , perfect , positive ) ; ( eel with avodcao , um um um , positive )","( food quality , positive )","( Spanish Mackeral special appetizer, Amazing, positive ) ; ( box sushi, perfect, positive ) ; ( eel with avodcao, perfect, positive )","( Spanish Mackeral special appetizer, Amazing, positive ) ; ( perfect box sushi, perfect, positive )","( food quality, positive )","( food quality, positive )"
On weekends /AS/ you might have to wait for couple hours .,"( NULL , wait , neutral )","( service general , neutral )","( NULL, wait, negative )","( NULL, wait for couple hours, negative )","( service general, negative )","( service general, negative )"
– The food was not great & the waiters were rude .,"( food , not great , negative ) ; ( waiters , rude , negative )","( food quality , negative ) ; ( service general , negative )","( food, not great, negative ) ; ( waiters, rude, negative )","( food, not great, negative ) ; ( waiters, rude, negative )","( food quality, negative ) ; ( service general, negative )","( food quality, negative ) ; ( service general, negative )"
The 9 oz steak came next and it tasted great /AS/ at least initially .,"( 9 oz steak , great , positive )","( food quality , positive )","( steak, great, positive )","( 9 oz steak, great, positive )","( food quality, positive )","( food quality, positive )"
When I got there I sat up stairs where the atmosphere was cozy & the service was horrible !,"( atmosphere , cozy , positive ) ; ( service , horrible , negative )","( ambience general , positive ) ; ( service general , negative )","( atmosphere, cozy, positive ) ; ( service, horrible, negative )","( atmosphere, cozy, positive ) ; ( service, horrible, negative )","( ambience general, positive ) ; ( service general, negative )","( ambience general, positive ) ; ( service general, negative )"
The wine list is incredible and extensive and diverse /AS/ the food is all incredible and the staff was all very nice /AS/ good at their jobs and cultured .,"( wine list , incredible , positive ) ; ( wine list , extensive , positive ) ; ( wine list , diverse , positive ) ; ( food , incredible , positive ) ; ( staff , nice , positive )","( drinks style_options , positive ) ; ( food quality , positive ) ; ( service general , positive )","( wine list, incredible, positive ) ; ( wine list, extensive, positive ) ; ( food, incredible, positive ) ; ( staff, nice, positive ) ; ( staff, good, positive )","( wine list, incredible, positive ) ; ( wine list, extensive, positive ) ; ( food, incredible, positive ) ; ( staff, nice, positive ) ; ( staff, cultured, positive )","( drinks style_options, positive ) ; ( food quality, positive ) ; ( service general, positive )","( drinks style_options, positive ) ; ( food quality, positive ) ; ( service general, positive )"
– IT CANT GET ANY BETTER ! ! ! ! !,"( NULL , CANT GET ANY BETTER , positive )","( restaurant general , positive )","( NULL, BETTER, positive )","( NULL, GET ANY BETTER, negative )","( restaurant general, positive )","( restaurant general, negative )"
Sunday afternoons there is a band playing and it is lots of fun .,"( band , fun , positive )","( ambience general , positive )","( band, fun, positive )","( band, fun, positive )","( ambience general, positive )","( ambience general, positive )"
Everything /AS/ and I mean everything on the menu is delectable .,"( menu , delectable , positive )","( food quality , positive )","( menu, delectable, positive )","( menu, delectable, positive )","( food quality, positive )","( food quality, positive )"
I know many people have their favorite types of pizza and pizza places /AS/ but Mioposto ' s pizza lacks quality and good taste .,"( pizza , lacks quality and good taste , negative )","( food quality , negative )","( pizza, favorite, positive ) ; ( pizza, lacks quality, negative ) ; ( pizza, good taste, negative )","( pizza, favorite, positive ) ; ( Mioposto's pizza, good taste, negative )","( food quality, negative )","( food quality, negative ) ; ( food style_options, negative )"
There is only one place on the east coast that has it all /AS/ plus a lot more .,"( place , has it all , positive )","( restaurant general , positive )","( place, has it all, positive )","( place, has it all, positive )","( restaurant general, positive )","( restaurant general, positive )"
Always a winner .,"( NULL , winner , positive )","( restaurant general , positive )","( NULL, winner, positive )","( NULL, winner, positive )","( restaurant general, positive )","( restaurant general, positive )"
The prior reviews said Kid friendly . . . give me a break with two young children that is light years .,"( NULL , light years , negative )","( restaurant miscellaneous , negative )","( NULL, Kid friendly, positive )","( NULL, Kid friendly, positive )","( restaurant miscellaneous, positive )","( restaurant miscellaneous, positive )"
