text,target_aos,target_cs,t5_str_pred_aos,flan_t5_str_pred_aos,t5_str_pred_cs,flan_t5_str_pred_cs
The space is limited so be prepared to wait up to 45 minutes - 1 hour /AS/ but be richly rewarded when you savor the delicious indo - chinese food .,"( space , limited , negative ) ; ( indo - chinese food , delicious , positive )","( restaurant miscellaneous , negative ) ; ( food quality , positive )","( indo - chinese food, delicious, positive ) ; ( space, limited, negative )","( indo - chinese food, delicious, positive ) ; ( space, limited, negative )","( food quality, positive ) ; ( service general, negative )","( food quality, positive ) ; ( restaurant miscellaneous, negative )"
Maybe it was the great company /OB/ I had friends visiting from Philly – yes /AS/ it was not a date this time /CB/ or the super reasonable price point /AS/ but I just can ’ t say enough good things about this brasserie .,"( brasserie , good , positive )","( restaurant general , positive ) ; ( restaurant prices , positive )","( company, great, positive ) ; ( company, not a date this time, negative ) ; ( NULL, reasonable, positive ) ; ( brasserie, good, positive )","( brasserie, good things, positive ) ; ( brasserie, great, positive )","( restaurant general, positive ) ; ( restaurant prices, positive )","( restaurant general, positive ) ; ( restaurant prices, negative )"
The food was great and tasty /AS/ but the sitting space was too small /AS/ I do n ' t like being cramp in a corner .,"( food , great , positive ) ; ( food , tasty , positive ) ; ( sitting space , too small , negative )","( food quality , positive ) ; ( ambience general , negative )","( food, great, positive ) ; ( food, tasty, positive ) ; ( sitting space, too small, negative )","( food, great, positive ) ; ( food, tasty, positive ) ; ( sitting space, small, negative )","( food quality, positive ) ; ( food style_options, negative )","( food quality, positive ) ; ( food style_options, negative )"
The best !,"( NULL , best , positive )","( restaurant general , positive )","( NULL, best, positive )","( NULL, best, positive )","( food quality, positive )","( restaurant general, positive )"
For starters they delivered us someone else ' s order .,"( NULL , delivered us someone else ' s order , negative )","( service general , negative )","( NULL, delivered us someone else's order, negative )","( NULL, delivered us someone else's order, positive )","( service general, negative )","( service general, negative )"
The omlette for brunch is great . . .,"( omlette for brunch , great , positive )","( food quality , positive )","( omlette for brunch, great, positive )","( omlette for brunch, great, positive )","( food quality, positive )","( food quality, positive )"
The waitress was not attentive at all .,"( waitress , not attentive , negative )","( service general , negative )","( waitress, not attentive, negative )","( waitress, not attentive, negative )","( service general, negative )","( service general, negative )"
Again /AS/ no apology /AS/ no is there anything else I can get you /AS/ no can I get you a drink to make up for it /AS/ nothing ! ! ! !,"( NULL , no apology , negative )","( service general , negative )","( NULL, no apology, negative ) ; ( NULL, no can I get you a drink, negative )","( NULL, no apology, negative ) ; ( NULL, no is there anything else I can get you, negative )","( service general, negative )","( service general, negative )"
Excellent food /AS/ although the interior could use some help .,"( food , Excellent , positive ) ; ( interior , help , negative )","( food quality , positive ) ; ( ambience general , negative )","( food, Excellent, positive ) ; ( interior, could use some help, negative )","( food, Excellent, positive ) ; ( interior, need some help, negative )","( food quality, positive ) ; ( ambience general, negative )","( food quality, positive ) ; ( ambience general, negative )"
No desert menu /AS/ no apology /AS/ nothing ! ! ! ! ! !,"( NULL , no apology , negative )","( service general , negative )","( desert menu, No desert menu, no apology, negative ) ; ( NULL, nothing, negative )","( desert menu, No desert menu, negative ) ; ( no apology, negative ) ; ( NULL, nothing, negative )","( food quality, negative )","( food quality, negative )"
Fabulous food - if the front of house staff do n ' t put you off –,"( food , Fabulous , positive ) ; ( front of house staff , put you off , negative )","( food quality , positive ) ; ( service general , negative )","( food, Fabulous, positive )","( food, Fabulous, positive )","( food quality, positive )","( food quality, positive )"
The frizzy retro girl /OB/ with winged / Dame Edna glasses /CB/ will yell at you if you try to order a drink .,"( girl , frizzy , negative )","( service general , negative )","( frizzy retro girl, yell, negative ) ; ( winged / Dame Edna glasses, yell, negative )","( frizzy retro girl, yell, negative )","( drinks style_options, negative )","( service general, negative )"
The DJ is awesome /AS/ I have been there for my birthday and a bunch of other times with friends and I keep going back .,"( DJ , awesome , positive ) ; ( NULL , keep going back , positive )","( ambience general , positive ) ; ( restaurant general , positive )","( DJ, awesome, positive )","( DJ, awesome, positive )","( ambience general, positive )","( ambience general, positive )"
Cool atmosphere /AS/ the fire place in the back really ads to it but needs a bit more heat throughout on a cold night .,"( atmosphere , Cool , positive ) ; ( fire place , really ads to it , positive )","( ambience general , positive )","( atmosphere, Cool, positive ) ; ( fire place, ads to it, positive ) ; ( NULL, needs a bit more heat, negative )","( atmosphere, Cool, positive ) ; ( fire place, ads, positive ) ; ( fire place, needs a bit more heat, negative )","( ambience general, positive ) ; ( ambience general, positive )","( ambience general, positive )"
I have never left a restaurant feeling as if i was abused /AS/ and wasted my hard earned money .,"( restaurant , abused , negative )","( restaurant general , negative ) ; ( restaurant prices , negative )","( restaurant, abused, positive ) ; ( restaurant, wasted, positive )","( restaurant, never left, positive ) ; ( restaurant, abused, negative ) ; ( restaurant, wasted my hard earned money, positive )","( restaurant general, positive )","( restaurant general, positive )"
Amazing food .,"( food , Amazing , positive )","( food quality , positive )","( food, Amazing, positive )","( food, Amazing, positive )","( food quality, positive )","( food quality, positive )"
I ' ll being with a couple of positives : cool decor /AS/ good pita and hummus /AS/ and grilled octopus that was actually pretty tasty .,"( decor , cool , positive ) ; ( pita , good , positive ) ; ( hummus , good , positive ) ; ( grilled octopus , tasty , positive )","( ambience general , positive ) ; ( food quality , positive )","( decor, cool, positive ) ; ( pita and hummus, good, positive ) ; ( grilled octopus, tasty, positive )","( decor, cool, positive ) ; ( pita, good, positive ) ; ( hummus, good, positive ) ; ( grilled octopus, tasty, positive )","( ambience general, positive ) ; ( food quality, positive )","( ambience general, positive ) ; ( food quality, positive )"
I LOOOVE their eggplant pizza /AS/ as well as their pastas !,"( eggplant pizza , LOOOVE , positive ) ; ( pastas , LOOOVE , positive )","( food quality , positive )","( eggplant pizza, LOOOVE, positive ) ; ( pastas, LOOOVE, positive )","( eggplant pizza, LOVE, positive ) ; ( pastas, LOVE, positive )","( food quality, positive )","( food quality, positive )"
Great Shabu Shabu,"( Shabu Shabu , Great , positive )","( food quality , positive )","( Shabu Shabu, Great, positive )","( Shabu Shabu, Great, positive )","( food quality, positive )","( food quality, positive )"
BEST DINING EXPERIENCE IN THE WEST VILLAGE !,"( NULL , BEST , positive )","( restaurant general , positive )","( DINING, BEST, positive )","( DINING EXPERIENCE, BEST, positive )","( restaurant general, positive )","( restaurant general, positive )"
Can ' t argue about that /AS/ but they are clearly over priced .,"( NULL , over priced , negative )","( food prices , negative )","( NULL, over priced, negative )","( NULL, over priced, negative )","( restaurant prices, negative ) ; ( restaurant general, negative )","( restaurant prices, negative )"
