input,output,se_order,paradigm
"Though it ' s been crowded most times I ' ve gone here , Bark always delivers on their food .","19,19,food quality,16,19,POS,14,14,restaurant miscellaneous,5,5,NEU",acos,extraction
You can get a table without a reservation if you get there early I they do n ' t make you by bottles .,"-1,-1,service general,2,7,POS",acos,extraction
"The menu looked great , and the waiter was very nice , but when the food came , it was average .","1,1,food style_options,3,3,POS,7,7,service general,10,10,POS,15,15,food quality,20,20,NEU",acos,extraction
"Moules were excellent , lobster ravioli was VERY salty !","0,0,food quality,2,2,POS,4,5,food quality,8,8,NEG",acos,extraction
This place is so much fun .,"1,1,ambience general,5,5,POS",acos,extraction
We have gone for dinner only a few times but the same great quality and service is given .,"15,15,service general,12,12,POS,4,4,food quality,12,13,POS",acos,extraction
Great sushi experience .,"1,1,food quality,0,0,POS",acos,extraction
Our server was very helpful and friendly .,"1,1,service general,4,4,POS,1,1,service general,6,6,POS",acos,extraction
The bar is very well stocked with interesting beers and well priced wines .,"1,1,drinks style_options,4,5,POS,8,8,drinks style_options,7,7,POS,12,12,drinks prices,10,11,POS",acos,extraction
Much of the time it seems like they do not care about you .,"-1,-1,service general,8,12,NEG",acos,extraction
And the Tom Kha soup was pathetic .,"2,4,food quality,6,6,NEG",acos,extraction
The food was delicious but do not come here on a empty stomach .,"1,1,food quality,3,3,POS",acos,extraction
we love th pink pony .,"3,4,restaurant general,1,1,POS",acos,extraction
"Everything was wonderful ; food , drinks , staff , mileau .","4,4,food quality,2,2,POS,6,6,drinks quality,2,2,POS,8,8,service general,2,2,POS,10,10,ambience general,2,2,POS",acos,extraction
"Wish NY had more of these kind of places : intimate , superb food , homey , top notch all the way around , certainly worth the wait .","-1,-1,ambience general,10,10,POS,13,13,food quality,12,12,POS,-1,-1,restaurant general,25,25,POS",acos,extraction
"I found it on a cold night , the perfect spot to warm up .","10,10,restaurant miscellaneous,9,9,POS",acos,extraction
"Took my mom for Mother ' s Day , and the maitre was pretty rude .","11,11,service general,14,14,NEG",acos,extraction
"Seriously , this place kicks ass .","3,3,restaurant general,4,5,POS",acos,extraction
The staff offers impeccable service .,"1,1,service general,3,3,POS",acos,extraction
Less than three minutes passed before I found myself doubled over the toilet .,"-1,-1,food quality,9,12,NEG",acos,extraction
The filet mignon dish was superb !,"1,3,food quality,5,5,POS",acos,extraction
Despite the confusing mirrors this will likely be my go - to for modern Japanese food for the foreseeable future .,"13,15,food quality,9,12,POS,3,3,ambience general,2,2,NEG",acos,extraction
"Consequently , their burgers fell apart in their hands and made such a mess that they did ' nt feel like finishing them .","3,3,food style_options,4,5,NEG",acos,extraction
Mazing interior .,"1,1,ambience general,0,0,NEG",acos,extraction
Also very inexpensive .,"-1,-1,restaurant prices,2,2,POS",acos,extraction
"short and sweet – seating is great : it ' s romantic , cozy and private .","4,4,ambience general,6,6,POS",acos,extraction
Located at the end of a magnificent block .,"-1,-1,location general,6,6,POS",acos,extraction
Thius is a must for anyone who loves Shabu - Shabu .,"8,10,food quality,7,7,POS",acos,extraction
She just nodded and walked off .,"-1,-1,service general,4,5,NEG",acos,extraction
"great for a romantic evening , or a fun evening with friends . . .","-1,-1,ambience general,3,3,POS,-1,-1,restaurant miscellaneous,8,8,POS",acos,extraction
"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if I must recommend a dish it must be the pumkin tortelini .","5,5,drinks style_options,16,16,POS,19,19,food quality,21,21,POS,33,34,food quality,26,26,POS",acos,extraction
I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot .,"10,14,food quality,17,17,POS,4,6,ambience general,3,3,POS",acos,extraction
Big thumbs up !,"-1,-1,restaurant general,1,2,POS",acos,extraction
"With so many poor experiences to be had in the theater district , is truly an excellent find !","-1,-1,restaurant general,16,16,POS",acos,extraction
"To me it exemplifies Soho , cute , artsy , interesting .","-1,-1,ambience general,6,6,POS,-1,-1,ambience general,8,8,POS,-1,-1,ambience general,10,10,POS",acos,extraction
I tried a couple other dishes but was n ' t too impressed .,"5,5,food quality,7,12,NEU",acos,extraction
The hostess was rude and I got a distinct feeling that they did not want to serve us .,"1,1,service general,3,3,NEG,-1,-1,service general,8,8,NEG",acos,extraction
"Ask for Usha , the nicest bartender in manhattan .","2,2,service general,5,5,POS",acos,extraction
Everything about this restaurant was special .,"3,3,restaurant general,5,5,POS",acos,extraction
Ingredients are organic which is a real plus for me .,"0,0,food quality,2,2,POS,0,0,food quality,7,7,POS",acos,extraction
Cozy romantic atomosphere with only around 15 tables at most .,"2,2,ambience general,0,1,POS",acos,extraction
An excellent service,"2,2,service general,1,1,POS",acos,extraction
"The food is good , especially their more basic dishes , and the drinks are delicious .","1,1,food quality,3,3,POS,8,9,food quality,3,3,POS,13,13,drinks quality,15,15,POS",acos,extraction
THe perfect spot .,"2,2,restaurant general,1,1,POS",acos,extraction
"Price is high but the food is good , so I would come back again .","5,5,food quality,7,7,POS,5,5,food prices,2,2,NEG,-1,-1,restaurant general,12,13,POS",acos,extraction
This establishment is the real deal .,"1,1,restaurant general,4,5,POS",acos,extraction
"In an area sadly lacking in decent Thai food , this is one of the best spots .","7,8,food quality,6,6,POS",acos,extraction
We had the scallops as an appetizer and they were delicious and the sauce was wonderful .,"3,3,food quality,10,10,POS,13,13,food quality,15,15,POS",acos,extraction
By far the best salad I have had in a fast food restaurant .,"4,4,food quality,3,3,POS",acos,extraction
Food was good not great not worth the wait or another visit,"0,0,food quality,2,11,NEU",acos,extraction
This place has great indian chinese food .,"4,6,food quality,3,3,POS",acos,extraction
"Interesting selection , good wines , service fine , fun decor .","4,4,drinks quality,3,3,POS,6,6,service general,7,7,POS,10,10,ambience general,9,9,POS,1,1,food style_options,0,0,POS",acos,extraction
Service is average .,"0,0,service general,2,2,NEU",acos,extraction
The waitress was very patient with us and the food is phenomenal !,"1,1,service general,4,4,POS,9,9,food quality,11,11,POS",acos,extraction
"Have recommended the place to friends , always gets good response .","3,3,restaurant miscellaneous,1,1,POS",acos,extraction
"Their bagels are fine , but they are a little overcooked , and not really a ' special ' bagel experience .","1,1,food quality,3,3,NEG,1,1,food quality,10,10,NEG",acos,extraction
I was here a few weeks back and we had the worst customer service experience at a restaurant ever .,"12,13,service general,11,11,NEG",acos,extraction
Great staff .,"1,1,service general,0,0,POS",acos,extraction
The waiter was attentive .,"1,1,service general,3,3,POS",acos,extraction
fine dining restaurant quality .,"1,1,food quality,0,0,POS",acos,extraction
THE BIG COMPLAINT : NO TOASTING AVAILABLE .,"-1,-1,service general,2,2,NEG",acos,extraction
"Looking around , I saw a room full of New Yorkers enjoying a real meal in a real restaurant , not a clubhouse of the fabulous trying to be seen .","14,14,food quality,13,13,POS,18,18,ambience general,13,13,POS",acos,extraction
"This is the perfect spot for meeting friends , having lunch , dinner , pre - theatre or after - theatre drinks !","4,4,restaurant miscellaneous,3,3,POS",acos,extraction
"Also , they do not take credit card so come with cash !","-1,-1,restaurant miscellaneous,9,11,NEU",acos,extraction
"Service was just ok , it is not what you ' d expect for $ 500 .","0,0,service general,3,3,NEG,-1,-1,restaurant prices,14,15,NEG",acos,extraction
"Service is not exactly five star , but thats not really a big deal .","0,0,service general,2,5,NEU",acos,extraction
"but when we looked at the menu , there weren ' t a lot of choices , most of them were dumplings in the appetizer section .","6,6,food style_options,9,15,NEG",acos,extraction
Service is top notch .,"0,0,service general,2,3,POS",acos,extraction
noodles with shrimp and chicken and coconut juice is the MUST !,"0,7,food quality,10,10,POS",acos,extraction
I do n ' t appreciate places or people that try to drive up the bill without the patron ' s knowledge so that was a huge turnoff ( more than the price ) .,"-1,-1,service general,12,15,NEG,-1,-1,restaurant prices,26,27,NEG",acos,extraction
It was well worth the wait .,"-1,-1,restaurant general,3,3,POS",acos,extraction
Food is great .,"0,0,food quality,2,2,POS",acos,extraction
"Very `` normal Indian food `` , but done really well .","3,4,food style_options,2,2,NEU,3,4,food quality,10,10,POS",acos,extraction
I love this place,"3,3,restaurant general,1,1,POS",acos,extraction
The food is reliable and the price is moderate .,"1,1,food quality,3,3,POS,-1,-1,restaurant prices,8,8,NEU",acos,extraction
A restaurant that does n ' t try to do anything except serve great food with great service in a pleasant atmosphere .,"14,14,food quality,13,13,POS,17,17,service general,13,13,POS,21,21,ambience general,20,20,POS",acos,extraction
"It is set far from the small street it ' s on , and there is no traffic noise .","-1,-1,location general,16,18,POS",acos,extraction
The food is tasty and portion sizes are appropriate .,"1,1,food quality,3,3,POS,5,6,food style_options,8,8,POS",acos,extraction
Definately check it out ! ! !,"-1,-1,restaurant general,1,3,POS",acos,extraction
"There ' s nice and quiet , small but enough for 6 ( or more ) .","-1,-1,ambience general,5,5,POS,-1,-1,ambience general,3,3,POS",acos,extraction
We ended our great experience by having Gulab Jamun ( dessert ) recommended by the waiter .,"7,11,food quality,3,3,POS",acos,extraction
I definitely wouldn ' t go back .,"-1,-1,restaurant general,2,6,NEG",acos,extraction
The Seafood Dynamite is also otherworldly .,"1,2,food quality,5,5,POS",acos,extraction
"peppers , onions , relish , chilli , cheeses , you NAME it .","-1,-1,food style_options,10,12,POS",acos,extraction
"I have eaten at Saul , many times , the food is always consistently , outrageously good .","10,10,food quality,16,16,POS",acos,extraction
We were drawn into the belly dancing show that captivated the crowd .,"5,7,ambience general,9,9,POS",acos,extraction
"Food was okay , nothing great .","0,0,food quality,2,2,NEU,0,0,food quality,4,5,NEU",acos,extraction
Watch the talented belly dancers as you enjoy delicious baba ganoush that ' s more lemony than smoky .,"9,10,food quality,7,8,POS,3,4,ambience general,2,2,POS",acos,extraction
"Personally I like the margherita pizza better , but they are all good .","4,5,food quality,2,2,POS,-1,-1,food quality,12,12,POS",acos,extraction
The sake menu should not be overlooked !,"1,2,drinks style_options,6,6,POS",acos,extraction
"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner , which would have been acceptable if we got to enjoy the experience of good food and belly dancers !","42,42,food quality,5,13,NEG,-1,-1,restaurant prices,4,8,NEG,-1,-1,restaurant miscellaneous,16,16,NEG",acos,extraction
Which of course is not real Kobe but Wagyu beef .,"-1,-1,food quality,4,5,NEG",acos,extraction
This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates .,"4,4,restaurant miscellaneous,3,3,POS",acos,extraction
The prices are wonderfully low .,"-1,-1,restaurant prices,3,4,POS",acos,extraction
The food looked very appetizing and delicious since it came on a variety of fancy plates .,"1,1,food style_options,4,4,POS,1,1,food style_options,6,6,POS",acos,extraction
