prompt,text,output
Extract all the Location entity in the text,whats the closest bar for a red beer from here,"closest , here"
Extract all the Location entity in the text,whats the closest chinese buffet,closest
Extract all the Location entity in the text,whats the closest cupcake place,"closest , place"
Extract all the Location entity in the text,whats the closest fast food restaurant with a 24 hour drive thru,closest
Extract all the Location entity in the text,whats the closest fried chicken restaurant,closest
Extract all the Location entity in the text,whats the closest kid friendly restaurant,closest
Extract all the Location entity in the text,whats the closest place for a hawaiin pizza,closest
Extract all the Location entity in the text,whats the closest place that serves breakfast,closest
Extract all the Location entity in the text,whats the closest place with a takeout menu,closest
Extract all the Location entity in the text,whats the closest restaurant,closest
Extract all the Location entity in the text,whats the closest restaurant off the highway,"closest , off the highway"
Extract all the Location entity in the text,whats the daily special at dennis,daily special
Extract all the Location entity in the text,whats the highest rated lobster pound in maine and how far is it from me,maine
Extract all the Location entity in the text,whats the highest rated restaurant in the area that has valet parking,in the area
Extract all the Location entity in the text,whats the highest rated restaurant within 10 miles of me,within 10 miles
Extract all the Location entity in the text,whats the most authentic cuban restaurant in town,in town
Extract all the Location entity in the text,whats the most popular mediterranean restaurant in the area,in the area
Extract all the Location entity in the text,whats the nearest bbq,nearest
Extract all the Location entity in the text,whats the nearest chinese place with carryout,nearest
Extract all the Location entity in the text,whats the nearest coffee shop,nearest
Extract all the Location entity in the text,whats the nearest for a 5 star mexican restaurant,nearest
Extract all the Location entity in the text,whats the nearest gas station,nearest
Extract all the Location entity in the text,whats the nearest mc donalds,nearest
Extract all the Location entity in the text,whats the nearest restaurant that serves breakfast,nearest
Extract all the Location entity in the text,whats the nearest restaurant thats not a mcdonalds,nearest restaurant
Extract all the Location entity in the text,whats the nearest restaurants,nearest
Extract all the Location entity in the text,whats the nearest thai restaurant,nearest
Extract all the Location entity in the text,whats the nicest casual dress restaurant in this town,in this town
Extract all the Location entity in the text,whats the nicest restaurant i can get to within 20 minutes,within 20 minutes
Extract all the Restaurant Name entity in the text,whats the number for mcdonalds,mcdonalds
Extract all the Location entity in the text,whats the number for the nearest sandwich place thats making to go orders this time of day but isnt fast food,nearest
Extract all the Restaurant Name entity in the text,whats the number to pizza hut,pizza hut
