input,output,se_order,paradigm
"This place is incredibly tiny .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> tiny <extra_id_1> place,oa,extraction
"I can not imagine better Indian food in all of the city .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> better <extra_id_1> Indian food,oa,extraction
"The place itself is beautiful the bar scene seems to be happening .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> ambience general,sc,extraction
"We were worried we would have trouble getting in , but somehow managed to have a short wait .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> short <extra_id_1> wait,oa,extraction
"As many other reviewers noticed , your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> slow <extra_id_1> NULL,oa,extraction
"Bison was quite excellent however .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality,sc,extraction
"oh speaking of bathroom , the mens bathroom was disgusting .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> ambience general,sc,extraction
"All of the pizzas are terrific and the price is even better !| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> pizzas <extra_id_1> positive ; <extra_id_2> NULL <extra_id_3> positive,as,extraction
"I do n ' t think I would go again .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> negative,as,extraction
"You ca n ' t go wrong here .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as,extraction
"I would highly recommand requesting a table by the window .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> recommand <extra_id_1> table by the window,oa,extraction
"Reliable , Fresh Sushi| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality,sc,extraction
"In an area sadly lacking in decent Thai food , this is one of the best spots .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> Thai food <extra_id_1> positive,as,extraction
"Great find in the West Village !| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> Great <extra_id_1> NULL,oa,extraction
"This place has got to be the best japanese restaurant in the new york area .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> place <extra_id_1> positive,as,extraction
"We were 4 and got the family size penne a la vodka which was tremendously gigantic portion . . . a bucket of food literally .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> penne a la vodka <extra_id_1> positive,as,extraction
"They were such a rip - off ( $ 8 . 95 for four small meat patties in steamed buns ) and not worth trying .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> food quality ; <extra_id_2> negative <extra_id_3> food style_options ; <extra_id_4> negative <extra_id_5> food prices,sc,extraction
"Slightly above average wines start at $ 70 + with only one selection listed at $ 30 + .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> wines <extra_id_1> negative ; <extra_id_2> wines <extra_id_3> negative,as,extraction
"This place survives on reputation alone .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> restaurant miscellaneous,sc,extraction
"The place has a nice fit - out , some attractive furnishings and , from what I could tell , a reasonable wine list ( I was given the food menu when I asked for the carte des vins )| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> fit - out <extra_id_1> positive ; <extra_id_2> furnishings <extra_id_3> positive ; <extra_id_4> wine list <extra_id_5> positive,as,extraction
"Chennai Garden is my favorite Indian restaurant in the city .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"The main entree was also very good .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality,sc,extraction
"Always a nice crowd , but never loud .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> crowd <extra_id_1> positive ; <extra_id_2> NULL <extra_id_3> positive,as,extraction
"This is the perfect date spot for Williamsburg couples .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant miscellaneous,sc,extraction
"The anti - pasta was excellent , especially the calamari , as were the filling pasta mains .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> excellent <extra_id_1> anti - pasta ; <extra_id_2> excellent <extra_id_3> calamari ; <extra_id_4> excellent <extra_id_5> pasta mains ; <extra_id_6> excellent <extra_id_7> pasta mains,oa,extraction
"I can not imagine better Indian food in all of the city .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality,sc,extraction
"Overall the food quality was pretty good , though I hear the salmon is much better when it has n ' t sat cooling in front of the guest .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> good <extra_id_1> food,oa,extraction
"We ate at this Thai place following the reviews but very unhappy with the foods .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> food quality,sc,extraction
"The rice was poor quality and was cooked so badly it was hard .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> food quality ; <extra_id_2> negative <extra_id_3> food quality ; <extra_id_4> negative <extra_id_5> food quality,sc,extraction
"My wife had the fried shrimp which are huge and loved it .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> huge <extra_id_1> fried shrimp ; <extra_id_2> loved <extra_id_3> fried shrimp,oa,extraction
"Overall , not worth the money .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> not worth <extra_id_1> NULL,oa,extraction
"The lox is always fresh too .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> lox <extra_id_1> positive,as,extraction
"With the theater 2 blocks away we had a delicious meal in a beautiful room .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality ; <extra_id_2> positive <extra_id_3> ambience general ; <extra_id_4> positive <extra_id_5> location general,sc,extraction
"The food is amazing , rich pastas and fresh doughy pizza .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality ; <extra_id_2> positive <extra_id_3> food style_options ; <extra_id_4> positive <extra_id_5> food quality,sc,extraction
"Will absolutely visit again .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as,extraction
"Other guests enjoyed pizza , santa fe chopped salad and fish and chips .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> pizza <extra_id_1> positive ; <extra_id_2> santa fe chopped salad <extra_id_3> positive ; <extra_id_4> fish and chips <extra_id_5> positive,as,extraction
"They have authentic Indian at amazin prices .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> Indian <extra_id_1> positive ; <extra_id_2> Indian <extra_id_3> positive,as,extraction
"You can get a completely delish martini in a glass ( that ' s about 2 1 / 2 drinks ) for $ 8 . 50 ( I recommend the Vanilla Shanty , mmmm ! ) in a great homey setting with great music .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> delish <extra_id_1> martini ; <extra_id_2> delish <extra_id_3> martini ; <extra_id_4> delish <extra_id_5> martini ; <extra_id_6> recommend <extra_id_7> Vanilla Shanty ; <extra_id_8> homey <extra_id_9> setting ; <extra_id_10> great <extra_id_11> music,oa,extraction
"To be completely fair , the only redeeming factor was the food , which was above average , but could n ' t make up for all the other deficiencies of Teodora .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> above average <extra_id_1> food ; <extra_id_2> deficiencies <extra_id_3> Teodora,oa,extraction
"After the 4th time i asked again and the waiter than said after our dinner .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> waiter <extra_id_1> negative,as,extraction
"Less than three minutes passed before I found myself doubled over the toilet .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> doubled over the toilet <extra_id_1> NULL,oa,extraction
"highly recommended .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> highly recommended <extra_id_1> NULL,oa,extraction
"Waitstaff are very friendly .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> service general,sc,extraction
"My chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> inedible <extra_id_1> chicken,oa,extraction
"Luckily we saved room for the BBQ Salmon , Sea Bass and Crispy Duck .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> Luckily <extra_id_1> BBQ Salmon ; <extra_id_2> Luckily <extra_id_3> Sea Bass ; <extra_id_4> Luckily <extra_id_5> Crispy Duck,oa,extraction
"The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality ; <extra_id_2> positive <extra_id_3> food quality,sc,extraction
"We have been to this place many times , and always have great food , wine , and service .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality ; <extra_id_2> positive <extra_id_3> drinks quality ; <extra_id_4> positive <extra_id_5> service general,sc,extraction
"It ' s one of our favorite places to eat in NY .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as,extraction
"Again , no apology , no is there anything else I can get you , no can I get you a drink to make up for it , nothing ! ! ! !| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> no apology <extra_id_1> NULL,oa,extraction
"A beautifully designed dreamy Egyptian restaurant that gets sceney at night .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> ambience general,sc,extraction
"Everything on the menu is great .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> menu <extra_id_1> positive,as,extraction
"The atmosphere is n ' t the greatest , but I suppose that ' s how they keep the prices down .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> is n ' t the greatest <extra_id_1> atmosphere ; <extra_id_2> keep the prices down <extra_id_3> NULL,oa,extraction
"Raymond the bartender rocks !| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> rocks <extra_id_1> Raymond,oa,extraction
"I am reluctant to write because I would not want my jem of a pizza place to become overcrowded .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant miscellaneous,sc,extraction
"It is thick and slightly soggy .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> food quality ; <extra_id_2> negative <extra_id_3> food quality,sc,extraction
"Thalia is a beautiful restaurant with beautiful people serving you , but the food does n ' t quite match up .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> beautiful <extra_id_1> people ; <extra_id_2> does n ' t quite match up <extra_id_3> food ; <extra_id_4> beautiful <extra_id_5> Thalia,oa,extraction
"The wine list was extensive - though the staff did not seem knowledgeable about wine pairings .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> wine list <extra_id_1> positive ; <extra_id_2> staff <extra_id_3> negative,as,extraction
"They were very abrupt with me when I called and actually claimed the food was late because they were out of rice .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> negative,as,extraction
"I had a grat time at Jekyll and Hyde !| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> had a grat time <extra_id_1> Jekyll and Hyde,oa,extraction
"i love margherita pizza – i looove east village pizza| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general ; <extra_id_2> positive <extra_id_3> food quality,sc,extraction
"Excellent food , although the interior could use some help .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> Excellent <extra_id_1> food ; <extra_id_2> help <extra_id_3> interior,oa,extraction
"It looked like shredded cheese partly done - still in strips .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> negative,as,extraction
"If you want something really different than try Jekyll and Hyde .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> different <extra_id_1> Jekyll and Hyde,oa,extraction
"even the wine by the glass was good .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> drinks quality,sc,extraction
"The sake menu should not be overlooked !| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> overlooked <extra_id_1> sake menu,oa,extraction
"The rolls are creative and I have yet to find another sushi place that serves up more inventive yet delicious japanese food .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> creative <extra_id_1> rolls ; <extra_id_2> inventive <extra_id_3> japanese food ; <extra_id_4> delicious <extra_id_5> japanese food,oa,extraction
"It was $ 14 not really bad for a pound of Pastrami - but it did n ' t have much taste - I ' ve had better for less elsewhere !| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> neutral ; <extra_id_2> NULL <extra_id_3> negative,as,extraction
"Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> negative,as,extraction
"I loved it and would go again .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"Conveniently located too , being right on Bedford ave .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> location general,sc,extraction
