input,output,se_order,paradigm
"Though it ' s been crowded most times I ' ve gone here , Bark always delivers on their food .","( food , food quality , delivers on their food , positive ) ; ( Bark , restaurant miscellaneous , crowded , neutral )",acos,extraction
You can get a table without a reservation if you get there early I they do n ' t make you by bottles .,"( NULL , service general , get a table without a reservation , positive )",acos,extraction
"The menu looked great , and the waiter was very nice , but when the food came , it was average .","( menu , food style_options , great , positive ) ; ( waiter , service general , nice , positive ) ; ( food , food quality , average , neutral )",acos,extraction
"Moules were excellent , lobster ravioli was VERY salty !","( Moules , food quality , excellent , positive ) ; ( lobster ravioli , food quality , salty , negative )",acos,extraction
This place is so much fun .,"( place , ambience general , fun , positive )",acos,extraction
We have gone for dinner only a few times but the same great quality and service is given .,"( service , service general , great , positive ) ; ( dinner , food quality , great quality , positive )",acos,extraction
Great sushi experience .,"( sushi , food quality , Great , positive )",acos,extraction
Our server was very helpful and friendly .,"( server , service general , helpful , positive ) ; ( server , service general , friendly , positive )",acos,extraction
The bar is very well stocked with interesting beers and well priced wines .,"( bar , drinks style_options , well stocked , positive ) ; ( beers , drinks style_options , interesting , positive ) ; ( wines , drinks prices , well priced , positive )",acos,extraction
Much of the time it seems like they do not care about you .,"( NULL , service general , do not care about you , negative )",acos,extraction
And the Tom Kha soup was pathetic .,"( Tom Kha soup , food quality , pathetic , negative )",acos,extraction
The food was delicious but do not come here on a empty stomach .,"( food , food quality , delicious , positive )",acos,extraction
we love th pink pony .,"( pink pony , restaurant general , love , positive )",acos,extraction
"Everything was wonderful ; food , drinks , staff , mileau .","( food , food quality , wonderful , positive ) ; ( drinks , drinks quality , wonderful , positive ) ; ( staff , service general , wonderful , positive ) ; ( mileau , ambience general , wonderful , positive )",acos,extraction
"Wish NY had more of these kind of places : intimate , superb food , homey , top notch all the way around , certainly worth the wait .","( NULL , ambience general , intimate , positive ) ; ( food , food quality , superb , positive ) ; ( NULL , restaurant general , worth , positive )",acos,extraction
"I found it on a cold night , the perfect spot to warm up .","( spot , restaurant miscellaneous , perfect , positive )",acos,extraction
"Took my mom for Mother ' s Day , and the maitre was pretty rude .","( maitre , service general , rude , negative )",acos,extraction
"Seriously , this place kicks ass .","( place , restaurant general , kicks ass , positive )",acos,extraction
The staff offers impeccable service .,"( staff , service general , impeccable , positive )",acos,extraction
Less than three minutes passed before I found myself doubled over the toilet .,"( NULL , food quality , doubled over the toilet , negative )",acos,extraction
The filet mignon dish was superb !,"( filet mignon dish , food quality , superb , positive )",acos,extraction
Despite the confusing mirrors this will likely be my go - to for modern Japanese food for the foreseeable future .,"( modern Japanese food , food quality , go - to for , positive ) ; ( mirrors , ambience general , confusing , negative )",acos,extraction
"Consequently , their burgers fell apart in their hands and made such a mess that they did ' nt feel like finishing them .","( burgers , food style_options , fell apart , negative )",acos,extraction
Mazing interior .,"( interior , ambience general , Mazing , negative )",acos,extraction
Also very inexpensive .,"( NULL , restaurant prices , inexpensive , positive )",acos,extraction
"short and sweet – seating is great : it ' s romantic , cozy and private .","( seating , ambience general , great , positive )",acos,extraction
Located at the end of a magnificent block .,"( NULL , location general , magnificent , positive )",acos,extraction
Thius is a must for anyone who loves Shabu - Shabu .,"( Shabu - Shabu , food quality , loves , positive )",acos,extraction
She just nodded and walked off .,"( NULL , service general , walked off , negative )",acos,extraction
"great for a romantic evening , or a fun evening with friends . . .","( NULL , ambience general , romantic , positive ) ; ( NULL , restaurant miscellaneous , fun , positive )",acos,extraction
"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if I must recommend a dish it must be the pumkin tortelini .","( beers , drinks style_options , happy , positive ) ; ( food , food quality , delicious , positive ) ; ( pumkin tortelini , food quality , recommend , positive )",acos,extraction
I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot .,"( four course prix fix menu , food quality , enjoyed , positive ) ; ( white organza tent , ambience general , gorgeous , positive )",acos,extraction
Big thumbs up !,"( NULL , restaurant general , thumbs up , positive )",acos,extraction
"With so many poor experiences to be had in the theater district , is truly an excellent find !","( NULL , restaurant general , excellent , positive )",acos,extraction
"To me it exemplifies Soho , cute , artsy , interesting .","( NULL , ambience general , cute , positive ) ; ( NULL , ambience general , artsy , positive ) ; ( NULL , ambience general , interesting , positive )",acos,extraction
I tried a couple other dishes but was n ' t too impressed .,"( dishes , food quality , was n ' t too impressed , neutral )",acos,extraction
The hostess was rude and I got a distinct feeling that they did not want to serve us .,"( hostess , service general , rude , negative ) ; ( NULL , service general , distinct , negative )",acos,extraction
"Ask for Usha , the nicest bartender in manhattan .","( Usha , service general , nicest , positive )",acos,extraction
Everything about this restaurant was special .,"( restaurant , restaurant general , special , positive )",acos,extraction
